id,rada_id,nreg,convocation,full_name,first_name,second_name,last_name,short_name,other_name,date_begin,date_end,district_text,district_name,district_num,region_id,region_name,party_text,party_id,party_name,num_in_party,anketa_data,anketa_url,photo,photo_id,gender,birthday,education,college,academic,old_profession,old_post,old_member,new_member,resignation_text
15733,12,mp-d21_1_skl9,9,Івахів Степан Петрович,Степан,Петрович,Івахів,С.П.,,29.08.2019,,"Виборчий округ № 21, Волинська область",Виборчий округ № 21,21,7,Волинська область,безпартійний,50,Безпартійний,,"освіта вища, народний депутат України, безпартійний, судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/15733,http://static.rada.gov.ua/dep_img9/d21_1.jpg,d21_1,1,24.01.1968,Вища,,,народний депутат України,народний депутат України,так,ні,
11133,13,mp-d22_1_skl9,9,Палиця Ігор Петрович,Ігор,Петрович,Палиця,І.П.,,29.08.2019,,"Виборчий округ № 22, Волинська область",Виборчий округ № 22,22,7,Волинська область,,224,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ'ЄДНАННЯ ПАТРІОТІВ – УКРОП""",,"освіта вища, голова, Волинська обласна рада, член ПОЛІТИЧНОЇ ПАРТІЇ ""УКРАЇНСЬКЕ ОБ'ЄДНАННЯ ПАТРІОТІВ – УКРОП"", судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/11133,http://static.rada.gov.ua/dep_img9/d22_1.jpg,d22_1,1,10.12.1972,Вища,,,голова,Волинська обласна рада,ні,ні,
20103,14,mp-d23_1_skl9,9,Констанкевич Ірина Мирославівна,Ірина,Мирославівна,Констанкевич,І.М.,,29.08.2019,,"Виборчий округ № 23, Волинська область",Виборчий округ № 23,23,7,Волинська область,,224,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ'ЄДНАННЯ ПАТРІОТІВ – УКРОП""",,"освіта вища, народний депутат України, член ПОЛІТИЧНОЇ ПАРТІЇ ""УКРАЇНСЬКЕ ОБ'ЄДНАННЯ ПАТРІОТІВ – УКРОП"", судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/20103,http://static.rada.gov.ua/dep_img9/d23_1.jpg,d23_1,2,23.06.1965,Вища,,,народний депутат України,народний депутат України,так,ні,
21130,15,mp-d24_1_skl9,9,Кисилевський Дмитро Давидович,Дмитро,Давидович,Кисилевський,Д.Д.,,29.08.2019,,"Виборчий округ № 24, Дніпропетровська область",Виборчий округ № 24,24,12,Дніпропетровська область,безпартійний,50,Безпартійний,,"освіта вища, директор з корпоративних відносин, ТОВ ""ІНТЕРПАЙП УКРАЇНА"", безпартійний, судимість відсутня, суб'єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/21130,http://static.rada.gov.ua/dep_img9/d24_1.jpg,d24_1,1,23.04.1983,Вища,,,директор з корпоративних відносин,"ТОВ ""ІНТЕРПАЙП УКРАЇНА""",ні,так,
20993,16,mp-d25_1_skl9,9,Бужанський Максим Аркадійович,Максим,Аркадійович,Бужанський,М.А.,,29.08.2019,,"Виборчий округ № 25, Дніпропетровська область",Виборчий округ № 25,25,12,Дніпропетровська область,безпартійний,50,Безпартійний,,"освіта вища, менеджер, ТОВ ""Арна"", безпартійний, судимість відсутня, суб'єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/20993,http://static.rada.gov.ua/dep_img9/d25_1.jpg,d25_1,1,24.11.1974,Вища,,,менеджер,"ТОВ ""Арна""",ні,так,
21260,17,mp-d26_1_skl9,9,Нестеренко Кирилл Олександрович,Кирилл,Олександрович,Нестеренко,К.О.,,29.08.2019,,"Виборчий округ № 26, Дніпропетровська область",Виборчий округ № 26,26,12,Дніпропетровська область,безпартійний,50,Безпартійний,,"освіта вища, директор з розвитку, ТДВ ""Дніпрокомунтранс"", безпартійний, судимість відсутня, суб'єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/21260,http://static.rada.gov.ua/dep_img9/d26_1.jpg,d26_1,1,08.02.1993,Вища,,,директор з розвитку,"ТДВ ""Дніпрокомунтранс""",ні,так,
21226,18,mp-d27_1_skl9,9,Медяник В'ячеслав Анатолійович,В'ячеслав,Анатолійович,Медяник,В.А.,,29.08.2019,,"Виборчий округ № 27, Дніпропетровська область",Виборчий округ № 27,27,12,Дніпропетровська область,безпартійний,50,Безпартійний,,"освіта вища, фізична особа – підприємець, безпартійний, судимість відсутня, суб'єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/21226,http://static.rada.gov.ua/dep_img9/d27_1.jpg,d27_1,1,03.08.1987,Вища,,,фізична особа – підприємець,фізична особа – підприємець,ні,так,
21234,19,mp-d28_1_skl9,9,Мисягін Юрій Михайлович,Юрій,Михайлович,Мисягін,Ю.М.,,29.08.2019,,"Виборчий округ № 28, Дніпропетровська область",Виборчий округ № 28,28,12,Дніпропетровська область,безпартійний,50,Безпартійний,,"освіта загальна середня, фізична особа – підприємець, безпартійний, судимість відсутня, суб'єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/21234,http://static.rada.gov.ua/dep_img9/d28_1.jpg,d28_1,1,21.03.1974,Загальна середня,,,фізична особа – підприємець,фізична особа – підприємець,ні,так,
21035,20,mp-d29_1_skl9,9,Демченко Сергій Олексійович,Сергій,Олексійович,Демченко,С.О.,,29.08.2019,,"Виборчий округ № 29, Дніпропетровська область",Виборчий округ № 29,29,12,Дніпропетровська область,безпартійний,50,Безпартійний,,"освіта вища, адвокат, безпартійний, судимість відсутня, суб'єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/21035,http://static.rada.gov.ua/dep_img9/d29_1.jpg,d29_1,1,13.03.1976,Вища,,,адвокат,адвокат,ні,так,
21191,21,mp-d30_1_skl9,9,Лічман Ганна Василівна,Ганна,Василівна,Лічман,Г.В.,,29.08.2019,,"Виборчий округ № 30, Дніпропетровська область",Виборчий округ № 30,30,12,Дніпропетровська область,безпартійна,50,Безпартійний,,"освіта вища, директор, Благодійна організація ""ВСЕУКРАЇНСЬКИЙ БЛАГОДІЙНИЙ ФОНД ""АТБ"", безпартійнa, судимість відсутня, суб'єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/21191,http://static.rada.gov.ua/dep_img9/d30_1.jpg,d30_1,2,31.01.1978,Вища,,,директор,"Благодійна організація ""ВСЕУКРАЇНСЬКИЙ БЛАГОДІЙНИЙ ФОНД ""АТБ""",ні,так,
21104,22,mp-d31_1_skl9,9,Захарченко Володимир Васильович,Володимир,Васильович,Захарченко,В.В.,,29.08.2019,,"Виборчий округ № 31, Дніпропетровська область",Виборчий округ № 31,31,12,Дніпропетровська область,,226,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",,"освіта вища, директор з безпеки, ТОВ ""Завод бурової техніки ""ДСД"", член ПОЛІТИЧНОЇ ПАРТІЇ ""СЛУГА НАРОДУ"", судимість відсутня, суб'єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/21104,http://static.rada.gov.ua/dep_img9/d31_1.jpg,d31_1,1,27.01.1971,Вища,,,директор з безпеки,"ТОВ ""Завод бурової техніки ""ДСД""",ні,так,
21163,23,mp-d32_1_skl9,9,Криворучкіна Олена Володимирівна,Олена,Володимирівна,Криворучкіна,О.В.,,29.08.2019,,"Виборчий округ № 32, Дніпропетровська область",Виборчий округ № 32,32,12,Дніпропетровська область,,226,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",,"освіта вища, доцент кафедри економіки та підприємництва, ДВНЗ ""Київський національний економічний університет імені Вадима Гетьмана"", член ПОЛІТИЧНОЇ ПАРТІЇ ""СЛУГА НАРОДУ"", судимість відсутня, суб'єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/21163,http://static.rada.gov.ua/dep_img9/d32_1.jpg,d32_1,2,18.10.1971,Вища,"ДВНЗ ""Київський національний економічний університет імені Вадима Гетьмана""",доцент кафедри економіки та підприємництва,,"доцент кафедри економіки та підприємництва, ДВНЗ ""Київський національний економічний університет імені Вадима Гетьмана""",ні,так,
21154,24,mp-d33_1_skl9,9,Корявченков Юрій Валерійович,Юрій,Валерійович,Корявченков,Ю.В.,,29.08.2019,,"Виборчий округ № 33, Дніпропетровська область",Виборчий округ № 33,33,12,Дніпропетровська область,,226,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",,"освіта вища, актор, ТОВ ""Квартал 95"", член ПОЛІТИЧНОЇ ПАРТІЇ ""СЛУГА НАРОДУ"", судимість відсутня, суб'єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/21154,http://static.rada.gov.ua/dep_img9/d33_1.jpg,d33_1,1,26.11.1974,Вища,,,актор,"ТОВ ""Квартал 95""",ні,так,
21072,25,mp-d34_1_skl9,9,Чорний Дмитро Сергійович,Дмитро,Сергійович,Чорний,Д.С.,,29.08.2019,,"Виборчий округ № 34, Дніпропетровська область",Виборчий округ № 34,34,12,Дніпропетровська область,безпартійний,50,Безпартійний,,"освіта вища, директор, ПП ""Громадська журналістика"", безпартійний, судимість відсутня, суб'єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/21072,http://static.rada.gov.ua/dep_img9/d34_1.jpg,d34_1,1,14.10.1989,Вища,,,директор,"ПП ""Громадська журналістика""",ні,так,
21021,26,mp-d35_1_skl9,9,Герман Денис Вадимович,Денис,Вадимович,Герман,Д.В.,,29.08.2019,,"Виборчий округ № 35, Дніпропетровська область",Виборчий округ № 35,35,12,Дніпропетровська область,безпартійний,50,Безпартійний,,"освіта вища, директор, ТОВ ""Альфа-Косметикс"", безпартійний, судимість відсутня, суб'єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/21021,http://static.rada.gov.ua/dep_img9/d35_1.jpg,d35_1,1,08.09.1981,Вища,,,директор,"ТОВ ""Альфа-Косметикс""",ні,так,
21124,27,mp-d36_1_skl9,9,Каптєлов Роман Володимирович,Роман,Володимирович,Каптєлов,Р.В.,,29.08.2019,,"Виборчий округ № 36, Дніпропетровська область",Виборчий округ № 36,36,12,Дніпропетровська область,безпартійний,50,Безпартійний,,"освіта вища, фізична особа – підприємець, безпартійний, судимість відсутня, суб'єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/21124,http://static.rada.gov.ua/dep_img9/d36_1.jpg,d36_1,1,16.03.1980,Вища,,,фізична особа – підприємець,фізична особа – підприємець,ні,так,
11096,28,mp-d37_1_skl9,9,Шпенов Дмитро Юрійович,Дмитро,Юрійович,Шпенов,Д.Ю.,,29.08.2019,08.12.2023,"Виборчий округ № 37, Дніпропетровська область",Виборчий округ № 37,37,12,Дніпропетровська область,безпартійний,50,Безпартійний,,"освіта вища, народний депутат України, безпартійний, судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/11096,http://static.rada.gov.ua/dep_img9/d37_1.jpg,d37_1,1,20.12.1978,Вища,,,народний депутат України,народний депутат України,так,ні,НДУ Особиста письмова заява про складення повноважень
20991,29,mp-d38_1_skl9,9,Бородін Владислав Валерійович,Владислав,Валерійович,Бородін,В.В.,,29.08.2019,,"Виборчий округ № 38, Дніпропетровська область",Виборчий округ № 38,38,12,Дніпропетровська область,безпартійний,50,Безпартійний,,"освіта вища, тимчасово не працює, безпартійний, судимість відсутня, суб'єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/20991,http://static.rada.gov.ua/dep_img9/d38_1.jpg,d38_1,1,18.06.1971,Вища,,,тимчасово не працює,тимчасово не працює,ні,так,
11432,30,mp-d39_1_skl9,9,Северин Сергій Сергійович,Сергій,Сергійович,Северин,С.С.,,29.08.2019,,"Виборчий округ № 39, Дніпропетровська область",Виборчий округ № 39,39,12,Дніпропетровська область,безпартійний,50,Безпартійний,,"освіта вища, заступник голови – начальник управління економіки, бюджету та фінансів, виконавчий апарат Дніпропетровської обласної ради, безпартійний, судимість відсутня, суб'єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/11432,http://static.rada.gov.ua/dep_img9/d39_1.jpg,d39_1,1,20.06.1980,Вища,,,заступник голови – начальник управління економіки,"бюджету та фінансів, виконавчий апарат Дніпропетровської обласної ради",ні,так,
21201,31,mp-d40_1_skl9,9,Трухін Олександр Миколайович,Олександр,Миколайович,Трухін,О.М.,,29.08.2019,23.02.2023,"Виборчий округ № 40, Дніпропетровська область",Виборчий округ № 40,40,12,Дніпропетровська область,безпартійний,50,Безпартійний,,"освіта вища, голова наглядової ради, ПрАТ ""ПРХ"", безпартійний, судимість відсутня, суб'єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/21201,http://static.rada.gov.ua/dep_img9/d40_1.jpg,d40_1,1,10.11.1986,Вища,,,голова наглядової ради,"ПрАТ ""ПРХ""",ні,так,НДУ Особиста письмова заява про складення повноважень
21197,32,mp-d45_1_skl9,9,Магомедов Муса Сергоєвич,Муса,Сергоєвич,Магомедов,М.С.,,29.08.2019,,"Виборчий округ № 45, Донецька область",Виборчий округ № 45,45,14,Донецька область,безпартійний,50,Безпартійний,,"освіта вища, генеральний директор, ПрАТ ""АВДІЇВСЬКИЙ КОКСОХІМІЧНИЙ ЗАВОД"", безпартійний, судимість відсутня, суб'єкт висування – Політична партія ""ОПОЗИЦІЙНИЙ БЛОК"".",http://itd.rada.gov.ua/mps/info/page/21197,http://static.rada.gov.ua/dep_img9/d45_1.jpg,d45_1,1,07.04.1970,Вища,,,генеральний директор,"ПрАТ ""АВДІЇВСЬКИЙ КОКСОХІМІЧНИЙ ЗАВОД""",ні,так,
21083,33,mp-d46_1_skl9,9,Христенко Федір Володимирович,Федір,Володимирович,Христенко,Ф.В.,,29.08.2019,03.01.2026,"Виборчий округ № 46, Донецька область",Виборчий округ № 46,46,14,Донецька область,,227,"Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА - ЗА ЖИТТЯ""",,"освіта вища, фізична особа – підприємець, член Політичної партії ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"", судимість відсутня, суб'єкт висування – Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"".",http://itd.rada.gov.ua/mps/info/page/21083,http://static.rada.gov.ua/dep_img9/d46_1.jpg,d46_1,1,11.10.1983,Вища,,,фізична особа – підприємець,фізична особа – підприємець,ні,так,НДУ п.2 частини 2 ст. 81 Конституції України
18135,34,mp-d47_1_skl9,9,Солод Юрій Васильович,Юрій,Васильович,Солод,Ю.В.,,29.08.2019,24.02.2023,"Виборчий округ № 47, Донецька область",Виборчий округ № 47,47,14,Донецька область,,227,"Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА - ЗА ЖИТТЯ""",,"освіта вища, народний депутат України, член Політичної партії ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"", судимість відсутня, суб'єкт висування – Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"".",http://itd.rada.gov.ua/mps/info/page/18135,http://static.rada.gov.ua/dep_img9/d47_1.jpg,d47_1,1,27.04.1972,Вища,,,народний депутат України,народний депутат України,так,ні,НДУ Особиста письмова заява про складення повноважень
18090,35,mp-d48_1_skl9,9,Єфімов Максим Вікторович,Максим,Вікторович,Єфімов,М.В.,,29.08.2019,08.12.2023,"Виборчий округ № 48, Донецька область",Виборчий округ № 48,48,14,Донецька область,безпартійний,50,Безпартійний,,"освіта вища, народний депутат України, безпартійний, судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/18090,http://static.rada.gov.ua/dep_img9/d48_1.jpg,d48_1,1,01.11.1974,Вища,,,народний депутат України,народний депутат України,так,ні,НДУ Особиста письмова заява про складення повноважень
21024,36,mp-d49_1_skl9,9,Гнатенко Валерій Сергійович,Валерій,Сергійович,Гнатенко,В.С.,,29.08.2019,,"Виборчий округ № 49, Донецька область",Виборчий округ № 49,49,14,Донецька область,,227,"Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА - ЗА ЖИТТЯ""",,"освіта вища, Дружківський міський голова, член Політичної партії ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"", судимість відсутня, суб'єкт висування – Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"".",http://itd.rada.gov.ua/mps/info/page/21024,http://static.rada.gov.ua/dep_img9/d49_1.jpg,d49_1,1,03.02.1967,Вища,,,Дружківський міський голова,Дружківський міський голова,ні,так,
21119,37,mp-d50_1_skl9,9,Требушкін Руслан Валерійович,Руслан,Валерійович,Требушкін,Р.В.,,29.08.2019,16.12.2020,"Виборчий округ № 50, Донецька область",Виборчий округ № 50,50,14,Донецька область,безпартійний,50,Безпартійний,,"освіта вища, Покровський міський голова, безпартійний, судимість відсутня, суб'єкт висування – Політична партія ""ОПОЗИЦІЙНИЙ БЛОК"".",http://itd.rada.gov.ua/mps/info/page/21119,http://static.rada.gov.ua/dep_img9/d50_1.jpg,d50_1,1,27.11.1975,Вища,,,Покровський міський голова,Покровський міський голова,ні,так,НДУ Особиста письмова заява про складення повноважень
21139,38,mp-d51_1_skl9,9,Ковальов Олександр Іванович,Олександр,Іванович,Ковальов,О.І.,,29.08.2019,,"Виборчий округ № 51, Донецька область",Виборчий округ № 51,51,14,Донецька область,безпартійний,50,Безпартійний,,"освіта вища, пенсіонер, безпартійний, судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/21139,http://static.rada.gov.ua/dep_img9/d51_1.jpg,d51_1,1,07.10.1967,Вища,,,пенсіонер,пенсіонер,ні,так,
21057,39,mp-d52_1_skl9,9,Яковенко Євген Геннадійович,Євген,Геннадійович,Яковенко,Є.Г.,,29.08.2019,,"Виборчий округ № 52, Донецька область",Виборчий округ № 52,52,14,Донецька область,безпартійний,50,Безпартійний,,"освіта вища, директор, ПП ТПК ""АЛЬКОН"", безпартійний, судимість відсутня, суб'єкт висування – політична партія Всеукраїнське об'єднання ""Батьківщина"".",http://itd.rada.gov.ua/mps/info/page/21057,http://static.rada.gov.ua/dep_img9/d52_1.jpg,d52_1,1,06.06.1965,Вища,,,директор,"ПП ТПК ""АЛЬКОН""",ні,так,
17108,40,mp-d57_1_skl9,9,Новинський Вадим Владиславович,Вадим,Владиславович,Новинський,В.В.,,29.08.2019,08.07.2022,"Виборчий округ № 57, Донецька область",Виборчий округ № 57,57,14,Донецька область,,213,"Політична партія ""Опозиційний блок""",,"освіта вища, народний депутат України, член Політичної партії ""ОПОЗИЦІЙНИЙ БЛОК"", судимість відсутня, суб'єкт висування – Політична партія ""ОПОЗИЦІЙНИЙ БЛОК"".",http://itd.rada.gov.ua/mps/info/page/17108,http://static.rada.gov.ua/dep_img9/d57_1.jpg,d57_1,1,03.06.1963,Вища,,,народний депутат України,народний депутат України,так,ні,НДУ Особиста письмова заява про складення повноважень
21196,41,mp-d58_1_skl9,9,Магера Сергій Васильович,Сергій,Васильович,Магера,С.В.,,29.08.2019,,"Виборчий округ № 58, Донецька область",Виборчий округ № 58,58,14,Донецька область,,213,"Політична партія ""Опозиційний блок""",,"освіта вища, директор з регіонального розвитку, ПрАТ ""Маріупольський металургійний комбінат Імені Ілліча"", член Політичної партії ""ОПОЗИЦІЙНИЙ БЛОК"", судимість відсутня, суб'єкт висування – Політична партія ""ОПОЗИЦІЙНИЙ БЛОК"".",http://itd.rada.gov.ua/mps/info/page/21196,http://static.rada.gov.ua/dep_img9/d58_1.jpg,d58_1,1,08.11.1956,Вища,,,директор з регіонального розвитку,"ПрАТ ""Маріупольський металургійний комбінат Імені Ілліча""",ні,так,
21243,42,mp-d59_1_skl9,9,Мороз Володимир Вікторович,Володимир,Вікторович,Мороз,В.В.,,29.08.2019,21.04.2025,"Виборчий округ № 59, Донецька область",Виборчий округ № 59,59,14,Донецька область,,227,"Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА - ЗА ЖИТТЯ""",,"освіта вища, голова, Мар'їнська районна державна адміністрація, член Політичної партії ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"", судимість відсутня, суб'єкт висування – Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"".",http://itd.rada.gov.ua/mps/info/page/21243,http://static.rada.gov.ua/dep_img9/d59_1.jpg,d59_1,1,24.10.1967,Вища,,,голова,Мар'їнська районна державна адміністрація,ні,так,НДУ Смерть
